subject_ID,wm-lh-bankssts,wm-lh-caudalanteriorcingulate,wm-lh-caudalmiddlefrontal,wm-lh-cuneus,wm-lh-entorhinal,wm-lh-fusiform,wm-lh-inferiorparietal,wm-lh-inferiortemporal,wm-lh-isthmuscingulate,wm-lh-lateraloccipital,wm-lh-lateralorbitofrontal,wm-lh-lingual,wm-lh-medialorbitofrontal,wm-lh-middletemporal,wm-lh-parahippocampal,wm-lh-paracentral,wm-lh-parsopercularis,wm-lh-parsorbitalis,wm-lh-parstriangularis,wm-lh-pericalcarine,wm-lh-postcentral,wm-lh-posteriorcingulate,wm-lh-precentral,wm-lh-precuneus,wm-lh-rostralanteriorcingulate,wm-lh-rostralmiddlefrontal,wm-lh-superiorfrontal,wm-lh-superiorparietal,wm-lh-superiortemporal,wm-lh-supramarginal,wm-lh-frontalpole,wm-lh-temporalpole,wm-lh-transversetemporal,wm-lh-insula,wm-rh-bankssts,wm-rh-caudalanteriorcingulate,wm-rh-caudalmiddlefrontal,wm-rh-cuneus,wm-rh-entorhinal,wm-rh-fusiform,wm-rh-inferiorparietal,wm-rh-inferiortemporal,wm-rh-isthmuscingulate,wm-rh-lateraloccipital,wm-rh-lateralorbitofrontal,wm-rh-lingual,wm-rh-medialorbitofrontal,wm-rh-middletemporal,wm-rh-parahippocampal,wm-rh-paracentral,wm-rh-parsopercularis,wm-rh-parsorbitalis,wm-rh-parstriangularis,wm-rh-pericalcarine,wm-rh-postcentral,wm-rh-posteriorcingulate,wm-rh-precentral,wm-rh-precuneus,wm-rh-rostralanteriorcingulate,wm-rh-rostralmiddlefrontal,wm-rh-superiorfrontal,wm-rh-superiorparietal,wm-rh-superiortemporal,wm-rh-supramarginal,wm-rh-frontalpole,wm-rh-temporalpole,wm-rh-transversetemporal,wm-rh-insula,Left-UnsegmentedWhiteMatter,Right-UnsegmentedWhiteMatter
CNBD_01393,3813.9,3143.1,5367.4,2291.9,833.2,7310.8,8999.9,5411.7,2180.6,9458.0,8210.4,4664.3,4226.2,6037.0,1192.2,4023.0,4633.6,1286.1,4258.8,1335.2,6830.9,6342.0,11219.0,10351.5,3317.9,17118.1,23375.3,10895.6,8772.1,6218.9,392.3,712.9,932.4,11096.7,3185.2,3531.4,4321.0,2753.0,1148.3,7372.5,9650.5,7127.1,2397.7,8757.9,7998.8,6133.1,5311.3,7621.0,1416.3,3229.2,3278.6,1786.2,5070.8,4467.1,8366.8,4241.3,10953.9,9575.3,2089.1,18595.6,23476.2,9574.5,7981.2,5854.9,512.4,922.3,796.7,10526.2,28689.5,29018.4
CNBD_01396,3196.9,3081.3,6245.6,2750.3,928.8,7160.6,9113.0,7089.4,3934.0,10053.2,7495.1,7352.4,4332.7,5438.3,1665.5,4040.0,4040.1,1066.5,3058.3,4448.8,8525.5,4035.3,12867.9,11808.1,2093.3,13143.8,17284.4,13023.0,8177.4,10687.4,374.0,736.9,1130.6,12155.5,3594.5,2922.1,5925.0,2967.0,928.4,7027.8,10882.0,6791.3,3084.9,10607.1,7378.8,6978.4,4900.2,7200.9,1714.2,3908.8,3635.6,1652.3,5797.3,4073.9,5527.3,3597.5,7682.0,10526.0,3368.2,21430.5,21354.2,11099.3,8315.7,7434.7,468.7,755.4,716.8,10408.3,29747.9,31281.6
CNBD_01397,3384.5,2793.5,5126.1,2799.6,683.3,6931.4,9424.2,6687.0,3876.6,10054.5,8206.9,5482.3,4200.8,6513.8,1486.5,2254.5,5129.9,1352.8,5257.2,2861.0,6708.5,3470.9,7979.6,9786.3,3751.4,20823.3,21213.2,8712.3,9694.1,6846.8,395.9,633.6,1345.5,12113.4,2270.0,3003.8,7438.5,3118.4,574.6,6363.6,11283.0,7174.1,2981.0,12879.4,7956.3,4926.1,5532.0,7082.7,1767.3,2299.6,5376.2,1450.4,4640.7,2702.2,6631.5,3018.4,9500.8,8242.8,2815.0,17860.2,24562.7,8424.8,7456.2,5551.7,530.8,822.1,949.2,12024.4,29298.8,31532.3
CNBD_01398,1502.4,1854.4,5025.0,2869.8,997.6,6042.0,9342.9,7681.6,3644.4,9889.8,7324.0,4820.5,4731.3,6083.4,1208.6,3471.8,4539.3,1187.1,3134.9,3207.6,7036.3,3271.6,11000.3,9953.2,2430.2,13585.6,15512.8,11531.8,8123.5,9001.9,272.7,1005.3,721.0,9988.4,2571.4,2528.5,4429.9,3009.1,946.4,6242.9,12537.1,6856.6,3075.0,9812.2,7279.3,5802.4,4025.0,6904.0,1280.2,4421.7,2837.6,1539.5,3630.3,3726.1,6600.9,3569.4,11580.3,8552.8,1925.6,14614.4,15996.2,11333.4,6721.0,8284.7,430.3,767.1,750.4,9440.8,28092.9,28146.8
CNBD_01399,2979.7,2352.5,5791.0,2096.5,734.1,6812.3,8115.0,5831.0,3349.2,8265.9,6457.1,4994.0,3388.0,4796.3,1519.6,3568.3,3565.9,875.1,2991.3,2964.2,6387.0,3709.1,11668.9,8521.0,2738.5,10737.1,16959.7,11010.4,7082.8,8333.5,263.0,648.3,704.4,9209.0,2684.8,2242.1,4924.9,2277.9,767.2,6065.1,8979.9,5964.4,3345.7,9278.2,6119.6,5325.6,4610.8,5979.2,1487.8,4046.1,3413.6,1191.3,3725.4,2872.2,7512.3,3569.8,12302.6,8383.3,1601.4,11941.8,15332.5,9777.5,6056.9,8623.8,322.7,612.9,653.8,8859.7,26883.1,26637.1
CNBD_01400,2513.2,2598.4,5765.8,2501.7,736.1,5553.5,8857.7,6271.1,3291.9,8011.3,6903.7,4531.4,4599.1,5777.3,1370.7,1839.4,4231.6,1046.5,3437.5,3126.4,5659.5,3324.5,8393.8,6067.7,2601.2,16333.7,20374.0,7644.2,6849.8,4410.4,333.7,811.9,790.0,9326.7,2667.2,2325.0,4787.8,2615.1,762.0,5569.5,11062.0,6500.6,2928.2,8417.7,6499.5,4436.1,3990.6,5715.6,1292.2,3461.1,3035.5,1096.5,3260.6,2634.1,6826.8,3188.1,11595.9,9517.5,1701.5,9735.2,14386.7,10665.3,5954.5,8295.4,327.1,672.1,439.8,9663.2,27294.3,26321.2
CNBD_01401,1699.5,2679.8,6276.9,3207.4,825.1,7226.9,10498.7,7700.7,3576.9,12146.5,7782.9,7461.3,4829.8,7331.5,1474.3,3990.4,5075.6,1123.8,3524.8,6030.9,7796.6,4058.9,14269.0,9834.3,3418.1,15673.7,17715.7,12339.1,9262.3,8984.4,400.7,927.3,1040.9,9860.2,2249.8,3556.2,6787.5,1909.9,874.4,7149.8,11459.2,7192.1,3742.2,9637.2,8073.1,6349.1,4344.2,7999.7,1431.9,4731.6,4283.9,1170.2,3741.2,1950.3,8230.7,4800.4,12310.3,12777.7,2062.5,13767.3,19674.5,12802.1,7840.3,9083.2,396.8,780.5,853.3,9459.5,32648.9,34459.2
CNBD_01402,1613.3,2175.6,6639.3,2201.7,1121.3,5670.3,8043.9,6386.5,3824.0,8241.9,6989.5,4554.7,4114.9,4865.4,1294.5,4020.0,3645.2,1038.5,2726.6,3094.6,6176.4,4324.6,12333.5,8553.3,2751.2,11735.2,19482.1,12028.4,8541.4,9013.4,322.8,830.6,769.2,9095.3,1579.4,2817.4,5711.0,2347.3,909.9,6027.6,9032.7,6223.5,2933.0,9135.8,7585.1,4973.3,4135.6,6251.9,1128.3,4780.6,3761.2,1162.4,3523.5,3226.4,7110.4,4288.1,12008.6,8811.8,1855.0,12605.3,17845.8,9836.4,6582.7,7599.6,467.7,971.0,567.3,8312.6,26266.3,27137.1
CNBD_01405,2735.2,3120.2,6398.2,2494.8,836.5,5534.4,8834.0,5839.9,3415.7,8762.0,5704.4,5361.8,3967.0,5124.8,1594.0,3324.5,2682.6,771.5,2511.9,3580.8,7816.0,3946.9,12589.5,9252.3,2376.7,11628.7,18123.1,11310.2,8219.9,8372.3,357.6,649.6,679.9,8409.4,2418.2,2715.8,6350.3,2742.7,788.1,5705.3,9907.9,5689.0,3314.7,9431.5,6247.0,6057.7,3687.4,5928.0,1449.4,4980.2,2915.6,948.3,2539.0,3823.3,7162.3,3783.5,13089.9,9176.6,1613.8,11156.4,17564.3,11050.7,6220.4,7593.4,358.5,672.2,737.4,9007.8,25854.3,26678.9
CNBD_01406,4029.8,2587.3,7670.2,2198.0,1020.4,7380.1,10028.5,7099.2,3396.6,9399.6,6453.4,5012.7,3600.3,5710.4,1530.4,3769.7,3159.3,984.7,2585.3,3011.9,10330.5,4259.8,15407.6,9446.4,3463.7,13144.9,21153.5,11184.2,8403.1,10757.8,326.4,779.6,784.6,10570.0,2422.6,2875.7,6932.2,2606.1,938.5,6342.7,11223.3,6690.0,3269.2,10199.9,6440.1,5641.8,3792.1,7084.6,1394.3,4669.5,3590.7,1078.2,3366.4,3097.2,9695.0,4235.3,15776.6,10826.5,1969.1,12957.2,19933.3,10845.0,7298.0,9734.1,251.2,733.6,616.0,10943.3,28259.4,28528.3
CNBD_01407,2977.2,2463.0,5743.2,2532.8,551.3,5682.3,8941.4,5799.0,3111.9,7205.5,6398.9,5076.0,3970.6,4112.0,1488.3,3533.8,3386.5,889.0,3001.5,3263.3,6645.0,4131.8,13385.4,7909.3,2057.9,9629.3,15534.4,11323.3,6583.5,6784.7,211.7,629.8,817.2,8264.5,1609.0,2349.3,6082.5,2252.4,620.7,5146.1,10743.1,5189.3,2853.6,8295.8,5829.0,5467.7,3934.4,5180.5,1423.7,3994.0,3426.8,1367.7,3242.1,3256.9,7353.7,4155.3,13605.4,8116.5,1814.0,9652.6,16410.0,11261.2,5155.9,7136.3,291.1,727.1,708.3,8147.8,23261.6,24288.7
CNBD_01409,3028.9,2533.6,6730.9,2974.7,954.7,7046.8,11654.9,8493.0,3831.6,11077.6,7623.4,5535.8,5077.7,6764.1,1495.2,5011.9,3487.3,1212.9,3437.5,4066.1,9018.5,4620.8,15613.2,9898.3,2424.3,16958.6,21765.7,13357.1,8549.3,9753.1,360.5,883.2,810.1,8920.8,3266.3,2922.3,6633.3,3260.8,897.0,6025.4,13150.8,7586.3,4404.7,11861.9,7589.5,7364.8,4238.5,7889.7,1282.9,5046.9,3355.8,1705.9,3229.2,4789.9,9094.6,4777.7,16850.6,10230.5,1943.1,15083.5,21932.3,12828.6,7217.7,9014.1,410.2,884.6,695.2,10073.5,40044.7,39256.4
CNBD_01410,2357.8,2860.6,7381.3,3370.7,732.5,6662.4,10892.9,6298.2,3990.4,9582.8,6837.3,5206.2,3990.9,6214.4,1444.4,4210.8,4023.3,1130.5,3748.0,3225.4,9185.3,4676.4,14448.7,11523.0,2600.8,16375.6,21827.2,14332.6,9716.6,11794.9,352.8,1004.6,764.8,10341.9,2821.8,3740.3,6149.3,2615.5,626.8,7197.4,12768.0,6590.0,3730.6,10826.6,7639.9,4420.8,4168.4,6680.4,1414.2,5326.8,3905.0,1361.9,4473.3,2997.3,9919.0,5114.0,16767.9,11045.9,1892.7,15615.7,18784.8,13763.9,8423.6,10782.3,369.0,777.3,702.6,10017.5,30302.5,30109.6
CNBD_01411,3582.3,3345.8,9224.8,2197.7,798.2,7091.4,11099.2,8146.1,3881.9,9632.4,7553.2,5095.9,4548.2,6290.8,1446.2,4927.8,4117.5,1240.0,2979.1,2744.9,9700.8,5548.6,17333.8,9251.2,3187.8,15345.7,21846.8,12205.3,8663.1,12276.0,306.8,851.2,869.7,10650.3,3251.2,3184.8,8068.2,2507.5,672.7,6803.6,13834.6,6430.9,4246.6,9780.1,6809.8,5974.2,4439.7,7682.4,1462.9,5111.2,3568.5,1394.9,3775.5,3472.6,9155.6,5077.7,17644.6,10466.0,2359.4,16485.9,21368.4,12621.7,7322.2,10975.1,338.1,1072.3,599.8,10398.2,36064.5,37010.2
CNBD_01412,3288.4,2657.3,6438.2,3217.6,823.4,7317.2,10869.8,7402.0,3208.9,11836.8,7527.4,4725.4,4548.4,7209.1,1546.6,5222.3,3663.4,1080.4,3492.5,2803.1,8745.7,4942.1,17102.3,10224.7,3340.7,15448.2,21046.2,14348.5,9566.4,7796.6,328.6,753.8,956.6,9362.4,3409.5,3162.1,5757.9,3260.6,955.2,8010.5,14334.3,7140.9,3196.3,11411.8,7236.9,4262.8,4520.6,7734.2,1698.6,6938.9,3120.8,1505.0,3849.5,2728.0,8018.3,4885.7,16708.4,11777.8,1819.3,16434.2,17866.2,13382.8,7331.6,7810.2,486.5,1154.0,663.9,10043.0,32846.0,32234.8
CNBD_01413,2391.0,2685.1,8013.1,2438.0,791.8,6839.7,11192.5,6170.2,3774.3,10467.3,6389.0,4318.5,2811.9,5528.6,1584.3,4702.0,2844.1,944.4,2446.9,3122.2,7792.8,4579.6,14860.9,10641.9,2380.0,13066.6,20496.2,14001.1,8274.2,10382.4,316.8,589.0,797.6,10090.0,2184.1,3086.7,6495.7,2768.2,948.7,5491.1,10190.2,5953.8,2928.1,10522.1,6958.6,5646.2,3848.0,7246.5,1467.9,5180.0,3368.9,1129.4,3768.6,3099.9,7728.3,5159.9,15011.1,10728.0,1904.6,12499.9,18566.2,13116.8,7008.5,9025.2,477.3,898.1,590.4,9978.7,27725.9,26319.8
CNBD_01414,1367.3,2758.8,6469.9,3016.3,653.2,6800.7,10280.1,8575.5,4466.0,10145.2,7960.1,5782.5,4085.9,6018.5,1541.4,3663.8,4435.5,1117.5,3494.9,3437.1,7656.3,4960.1,14548.4,11029.2,2577.1,12887.1,18952.0,14105.0,8905.0,9450.8,320.9,891.8,746.0,9488.3,2926.4,2720.7,5679.5,2707.5,735.4,6296.9,12236.8,7213.9,3722.3,9790.3,8627.3,6510.3,4258.9,6794.7,1388.3,5407.7,3350.0,1658.3,3181.0,3786.1,8293.8,4864.9,16129.3,10041.8,2137.6,11367.9,18287.4,11974.8,6894.9,9450.1,502.6,644.9,762.6,9661.1,26667.1,27142.8
CNBD_01415,3511.3,2836.6,7950.5,3475.6,870.8,6798.0,11315.1,9101.0,4792.3,11010.7,7311.2,6817.3,5102.8,7728.0,1628.6,4157.3,4450.3,1085.3,3141.2,3951.5,8570.7,4997.0,15303.5,10786.9,2722.5,13685.7,23791.3,13682.4,8246.4,7766.8,335.0,887.6,840.9,10448.1,2532.3,2561.3,5975.9,3579.1,1034.5,7331.5,12323.5,7770.3,4260.4,12472.7,7400.9,6567.7,4244.8,7477.5,1570.4,6041.1,3422.7,1339.7,3511.3,3967.8,8260.3,5473.4,17678.9,10658.5,2325.3,16623.5,21097.5,13276.5,6461.9,9501.6,436.2,752.1,714.9,11214.0,32474.8,32438.1
CNBD_01416,2523.8,2342.8,5139.1,2272.1,684.0,6563.5,8427.2,5427.0,3597.0,8265.2,6124.1,5077.5,3283.2,4496.4,1524.7,3752.8,3387.7,1008.7,2873.7,2336.6,6852.7,4258.8,13791.1,7612.3,2267.4,11786.8,17628.2,11409.8,6550.5,8797.2,294.3,522.4,781.9,8254.5,2209.2,2569.8,5856.7,2266.4,590.7,6045.7,9834.1,5552.3,3011.7,8120.8,5941.3,5046.9,4432.1,5398.8,1337.3,4147.3,2995.9,1195.0,2924.7,2537.1,8025.5,3475.1,14309.5,8187.7,1426.0,11885.7,17136.2,10537.3,5861.9,8041.7,281.9,593.0,515.8,8282.5,26548.3,27690.4
CNBD_01417,2581.9,1943.9,6294.9,2567.4,955.4,5812.8,10121.8,5701.2,3970.8,9374.5,7030.3,6185.5,3412.7,5678.3,1552.3,2669.4,3539.2,838.1,2385.4,3678.0,8093.4,2624.4,13582.3,9789.2,2540.6,12439.9,15908.6,10709.3,7988.2,9443.7,270.5,615.7,775.4,11102.7,2492.3,3181.6,6245.3,2678.0,1176.7,6907.9,9227.3,7004.8,3329.0,9411.0,6846.6,6013.7,4381.7,6245.9,1419.0,4067.5,3665.1,948.5,3154.4,3969.2,8639.9,3892.2,13537.7,8998.1,1758.3,11762.7,14859.3,10981.5,6619.5,9518.8,476.5,814.9,471.5,10483.1,33530.7,32439.5
CNBD_01418,2824.1,2381.1,6361.9,3084.0,1145.6,6432.7,9983.7,6636.7,3183.4,10628.8,7437.4,5145.0,3679.9,5812.4,1540.7,3970.4,3173.5,1296.6,3319.5,3819.4,8298.9,3683.4,14694.4,9146.5,2396.7,14631.3,20584.0,12065.6,7655.2,8056.1,334.2,857.7,826.9,9542.0,2656.7,2521.9,6122.7,3460.9,970.4,5961.1,10896.5,6707.0,3752.9,11572.4,7172.5,5814.7,3972.1,6189.1,1323.4,4785.5,3191.7,1318.1,3268.6,4009.9,7363.8,3850.2,15475.2,10406.8,1677.4,13344.9,19918.7,11774.0,6565.4,8587.9,388.0,870.6,479.7,9127.1,35633.2,34049.8
CNBD_01421,2103.0,2116.6,5266.7,2979.4,710.4,6490.4,9130.4,6463.4,3019.1,7489.3,6093.8,5161.4,3568.1,4865.9,1371.9,3729.3,3186.4,1165.4,3047.9,3876.9,6303.3,3436.5,10536.2,8153.4,1589.8,12830.9,15990.7,10955.8,7225.5,10949.2,321.8,635.6,724.3,8937.2,2111.9,2637.2,5003.7,2895.3,756.0,6201.4,11478.1,5516.5,3132.4,9427.9,6575.2,6102.3,4043.3,5818.4,1719.7,2969.7,3448.0,1268.6,4566.5,3875.5,5168.2,3935.9,8333.1,7574.8,1624.5,19545.3,19985.5,9184.9,5773.5,6967.3,500.2,757.0,486.6,8758.3,27810.1,28228.7
CNBD_01422,2014.5,2823.8,6396.2,2846.0,899.4,6034.0,10566.8,6449.4,4112.7,12589.4,6775.0,6641.8,3925.0,7208.1,1168.6,4316.6,3689.8,1100.0,3779.7,4350.1,7825.9,4098.8,13599.0,10723.5,2606.1,13115.6,19848.6,11502.1,7980.7,8471.4,315.9,692.6,847.4,10003.9,2752.2,2552.6,5471.2,2970.3,952.8,6468.8,11264.3,6655.1,3801.0,11992.1,7122.0,7068.1,4296.0,6925.2,1186.1,4857.1,3549.4,1303.0,3844.3,5112.9,6570.6,4498.2,13281.6,11106.6,2097.3,13119.8,18051.6,11253.6,7464.9,10179.9,355.9,850.9,657.1,9866.3,25335.7,27094.7
CNBD_01424,2439.8,1847.7,5714.9,2564.9,550.1,5217.7,7052.6,4608.3,2668.1,8518.2,5291.7,4782.9,3656.0,4574.8,1096.2,2068.5,3852.6,754.6,2846.6,3365.2,4022.7,2375.8,6183.5,7280.3,1778.4,16063.5,18298.1,8432.3,5375.8,4435.6,210.9,592.7,742.0,7843.1,1955.3,2051.8,4904.1,2798.1,546.9,4999.9,8506.0,4486.6,2662.7,8073.7,4810.3,5529.2,3403.4,4423.6,1318.6,3577.0,2388.9,894.9,2194.0,3715.8,5506.5,2742.4,11380.3,7687.3,1302.0,10302.6,14361.5,9709.5,4705.6,7017.1,233.4,642.8,484.3,7079.9,25116.2,24775.5
CNBD_01425,3785.2,2506.9,5614.9,3060.8,1005.1,6232.7,9546.5,5364.6,2916.4,10702.6,6224.1,5711.1,3476.3,5289.2,1555.5,3195.1,3597.5,975.6,3071.3,4129.5,6385.3,3963.8,13102.5,8213.2,2262.0,13906.9,17156.7,10989.3,8119.2,8051.7,305.1,698.6,850.1,9509.2,2632.5,2564.2,5149.8,3064.7,905.8,6737.4,10570.4,6034.6,3040.3,10376.7,6626.7,5885.1,4189.1,5780.2,1580.2,4015.4,3550.5,1177.3,3648.6,3984.6,7315.0,3514.3,14627.8,8751.9,1792.1,13005.4,15784.3,10065.2,6344.8,7617.1,565.0,819.7,800.7,8479.4,33383.5,32322.5
CNBD_01427,2463.8,1923.5,5927.8,1709.1,439.0,4746.1,8324.2,4316.1,2938.7,7249.0,5390.0,4282.9,2946.9,4394.1,1308.8,3488.4,2731.4,730.2,2160.2,2485.8,6326.8,3687.4,12594.7,6313.5,1779.6,9501.0,15341.5,9054.7,6515.6,7334.1,236.5,488.4,801.7,7282.2,2526.2,2041.9,5168.8,1807.2,525.7,4737.1,9316.6,4766.1,2791.5,7470.2,5341.5,5259.0,3363.8,4395.7,1233.9,3993.1,2625.3,1015.7,2423.9,2553.3,6722.9,3790.7,13282.8,6944.7,1661.0,9422.5,14515.2,8765.0,5219.3,7542.3,269.6,530.2,552.7,7367.3,20735.1,22270.3
CNBD_01428,2116.3,2083.0,5258.6,2432.3,634.8,6265.0,8687.5,5246.9,3235.8,9654.1,6340.6,5725.8,2959.3,4780.4,1370.7,3674.5,3241.4,1005.3,2930.9,3269.0,6398.6,4406.8,13349.7,9503.3,1840.2,11292.7,16427.3,13076.0,5915.8,7162.0,273.7,730.4,793.3,9019.1,2197.7,2313.0,5847.0,2604.2,635.9,5690.9,9463.3,5169.2,2934.2,10457.6,5833.3,6522.3,3127.9,5259.5,1590.7,4055.9,2847.8,1141.7,3328.7,3594.1,7032.8,3430.9,12869.8,10081.7,2144.6,11801.0,15899.4,12286.2,5772.8,7061.7,269.9,726.9,683.2,7991.7,20843.6,20928.2
CNBD_01429,2382.5,2797.3,7279.7,2619.3,689.2,5149.8,7913.7,5436.4,4196.5,8693.7,7015.0,5948.1,4289.0,5066.4,1414.3,4079.8,2943.0,842.7,3035.5,3714.5,7812.5,4635.4,14054.1,10696.5,2298.8,13742.8,16872.8,14838.6,7245.8,9010.6,297.1,809.1,826.4,8764.4,2088.1,2609.9,5239.3,3116.4,726.0,5705.2,11407.3,4850.4,3465.9,9434.9,6549.2,5970.3,4656.7,6731.4,1523.2,5456.2,3264.5,1313.6,2968.6,4035.9,7290.9,3971.1,13996.8,10396.1,1852.2,16263.4,18141.3,12752.3,6186.2,7091.8,400.9,666.3,599.3,8403.3,34088.4,33017.2
CNBD_01430,2916.9,2419.6,6514.4,2269.8,807.4,4930.8,9572.8,5131.4,3093.6,7579.7,5911.3,4705.7,3314.2,5149.1,1385.9,4112.0,2416.9,861.1,2321.8,3429.0,6056.1,4390.5,13793.4,8476.1,2143.8,11337.0,15693.2,11172.5,5229.4,5731.3,301.4,743.4,982.5,8099.1,2854.8,2637.9,5888.3,2271.6,842.8,5293.5,8635.5,4455.9,3183.3,7402.8,5865.0,4404.2,4043.7,6495.4,1469.9,4699.3,2520.1,987.7,2425.3,3164.0,7159.9,3613.6,13610.0,9654.0,1704.8,11353.7,14353.7,11000.2,5621.1,7595.9,356.2,646.8,550.3,7562.3,22255.5,22978.1
CNBD_01431,2695.7,2424.6,7421.4,3173.6,823.8,6458.4,11069.0,6310.3,3307.5,10419.9,6179.8,5001.2,3574.5,5885.9,1565.3,4375.4,3320.1,912.9,2787.2,3133.2,7693.1,4100.4,14966.2,10188.6,2882.2,10410.8,17928.9,10604.6,8310.4,7051.6,261.7,791.8,872.4,8825.8,2619.5,2694.4,6732.1,2769.5,582.2,6255.5,12084.3,5904.3,2923.1,9404.5,6337.9,5544.6,4613.5,6662.8,1551.4,5000.7,3590.4,1438.5,3087.4,2984.9,7133.7,3873.2,13562.0,10360.1,1557.8,11600.3,17843.5,11081.0,6914.0,6885.0,412.4,731.4,590.7,8486.6,29088.6,30165.0
CNBD_01432,3175.3,2613.8,5728.1,2838.0,849.8,5952.2,9368.6,5171.3,2825.3,11273.5,5907.6,5410.6,2587.4,4474.0,1566.4,4119.5,2619.2,904.3,2259.6,3368.7,7055.5,4001.2,11881.7,7615.8,2365.1,10857.9,14423.2,10034.7,5243.8,7244.9,267.5,716.4,667.9,8813.2,3350.2,2548.9,5550.6,2415.8,646.9,5728.4,10099.1,5040.5,2838.1,10266.4,5960.2,5664.6,4077.8,5439.4,1525.7,3747.1,2543.4,876.0,2505.8,3606.4,7118.4,4049.4,12251.6,7771.5,1761.2,11835.0,13525.6,9699.9,5332.2,6332.5,285.7,737.1,532.1,7864.4,24889.3,24576.5
CNBD_01433,3895.8,3124.0,7249.3,2710.9,800.2,7243.0,9908.5,8469.3,4536.3,10080.5,7006.0,5747.1,4013.2,5945.1,1620.9,4845.2,4076.0,1081.6,3351.6,3300.4,9585.1,4480.2,13915.0,10394.3,2744.9,13103.5,17751.2,13046.1,6988.1,9337.3,405.4,765.2,808.2,9929.2,2681.0,2949.9,5697.4,2886.7,764.9,6694.4,13090.7,7092.1,3593.0,9330.0,6225.1,6379.8,3843.8,6475.5,2022.7,5006.1,3529.3,1114.5,3424.1,3845.3,8447.3,4214.7,14558.9,11435.5,2634.3,14102.6,17383.2,13889.1,6422.0,9233.9,327.9,929.6,599.6,10307.5,30639.9,31678.1
CNBD_01435,2504.0,3013.8,9165.2,2810.3,944.5,7491.2,11201.6,7527.6,3880.3,12245.6,7524.7,6162.2,4220.5,6840.4,1762.5,5100.3,3601.1,900.2,2856.8,3537.5,8230.6,4780.3,16151.4,10799.7,2790.1,13063.5,21529.9,11646.3,8986.6,10132.9,313.7,749.1,1283.1,9909.4,3370.2,3194.6,6356.5,2403.0,937.5,7282.2,13392.2,6988.8,3519.0,8796.1,7213.4,6041.8,5042.8,6957.0,1681.5,6244.2,3784.7,1399.2,3433.7,2991.4,8461.1,4973.5,17474.5,12682.3,2532.9,14757.0,20265.1,12526.6,7458.6,10417.5,425.3,811.1,704.8,9770.0,31258.7,31264.2
CNBD_01436,2491.6,2520.1,6291.4,3628.9,561.4,6990.1,11948.3,7066.1,3937.7,12265.8,7550.4,7552.9,4385.5,5264.8,1744.6,4072.9,3944.8,1503.1,3680.4,4724.5,8972.5,4957.1,15383.0,9927.6,2574.2,15483.7,18162.8,12750.0,8921.0,10544.7,324.8,846.1,805.5,10196.8,2574.1,3062.4,5424.6,4133.2,664.8,6883.8,13361.5,7362.4,3047.5,10681.7,7016.5,7961.0,4254.4,6238.3,1784.8,4341.3,3245.5,1393.3,3925.1,4347.9,8605.3,4673.4,16366.4,10194.8,1787.3,14740.2,17786.2,12251.8,6848.5,9333.1,368.4,848.5,802.3,10584.8,39680.6,37342.2
CNBD_01437,2696.9,3783.6,6210.4,3239.6,871.0,7114.0,11113.4,7832.9,4244.0,12138.4,7356.2,6324.8,4222.5,7590.4,1714.4,4215.9,4112.2,1258.2,4319.7,4213.5,8847.0,4673.1,14097.9,10730.4,3440.3,15128.0,22296.5,12242.7,8671.6,8880.3,397.2,843.4,1197.1,10357.6,2850.2,2625.0,5620.3,2897.7,685.4,7429.6,12771.4,7380.3,3616.2,9387.4,7544.9,7063.5,4524.2,7817.2,2139.1,5810.0,3425.4,1260.6,3924.8,3716.2,7952.8,4492.8,16293.3,10952.5,2234.9,15413.4,24855.7,12087.4,6988.1,8819.3,422.5,765.5,859.1,10499.1,34366.3,32461.8
CNBD_01438,2581.2,2975.5,6645.3,2680.1,895.0,7010.1,10307.0,7907.7,3713.7,8245.1,7994.5,6685.0,3675.5,7640.1,1754.8,4903.2,4551.8,1245.5,3555.5,3830.8,8595.1,4644.7,15753.0,10474.3,2822.4,12815.9,18778.9,14038.1,8659.5,11116.9,377.1,851.7,809.9,9688.8,3110.2,3228.6,5471.9,2489.2,979.6,6352.5,14615.3,6416.1,4021.9,10366.2,7798.9,6941.6,5032.9,7067.0,1948.5,5299.6,3554.3,1697.8,4109.7,3399.7,8702.2,5111.3,14619.1,10526.6,2016.5,13650.7,20058.2,12695.9,7882.2,9291.3,360.4,911.5,633.9,9549.1,32778.1,32776.3
CNBD_01439,2999.5,3373.8,6297.9,2759.7,868.6,6877.0,9339.9,6906.3,3997.2,10308.4,6624.7,5915.6,3446.8,5331.6,1529.3,3770.6,3665.4,893.7,3173.8,3798.8,7519.3,4764.8,13673.7,9971.5,2966.0,12423.0,18029.9,11548.8,7415.1,8842.6,313.4,811.2,834.4,9286.7,3297.4,3075.7,6514.7,2985.8,719.2,7072.8,10650.1,6245.1,3709.6,9770.4,6979.1,6732.0,3990.8,6847.3,1687.3,4028.1,3413.8,1312.4,3389.5,4050.1,7654.3,4221.3,14400.3,10159.6,1855.4,12548.2,17597.7,11985.3,6144.0,8172.1,300.0,896.7,692.2,8868.1,36101.3,35764.5
