subject_ID,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Left-VentralDC,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior
CNBD_01132,13003.4,51383.2,7703.3,3337.6,4548.7,1713.8,17832.8,3410.3,1041.9,233.4,2987.7,12207.9,48621.4,6691.2,3248.1,5309.9,2002.9,3585.1,1351.0,370.0,3157.5,120.2,1170.5,599.7,886.0,1084.0,969.6
CNBD_01133,20506.6,45205.1,8919.8,4665.6,5769.6,2047.6,20191.5,4048.8,1432.8,312.7,3990.7,18661.1,50461.5,7945.0,4133.3,6014.7,2303.3,4139.5,1873.0,482.2,4193.6,260.2,1199.7,705.4,684.8,887.7,1449.0
CNBD_01134,20263.0,51505.8,8569.1,3861.4,4404.3,1913.4,19410.0,4092.6,1343.1,320.3,3953.1,16881.4,52312.3,7029.7,5209.5,5587.8,2101.8,4454.7,1660.4,454.7,3628.1,203.5,788.7,970.6,841.2,887.6,1035.5
CNBD_01135,13243.8,50586.7,7012.0,3676.2,4871.8,1668.7,17827.6,3930.7,1200.3,419.7,3610.8,16147.9,43479.6,5656.0,3595.7,5277.2,2076.1,3873.5,1463.8,416.8,3281.5,169.7,983.7,643.8,654.5,629.5,780.2
CNBD_01136,17651.4,66743.4,7915.3,3241.4,5341.6,1646.9,24617.4,4623.5,1515.9,296.6,4632.8,13996.1,60542.2,7899.0,3358.3,4369.3,1929.5,4430.7,1815.7,446.7,3913.1,206.9,1147.3,539.0,1024.6,955.6,843.5
CNBD_01137,15367.7,59585.5,6810.5,3869.2,5417.2,1912.2,20996.0,4247.0,1564.6,261.7,3983.1,15763.9,60972.7,7059.5,3652.7,4520.2,1856.9,4250.1,1640.2,302.5,3587.6,216.8,1147.0,625.7,772.7,902.5,1000.7
CNBD_01138,16092.3,45810.3,7792.6,3345.2,5254.5,1608.1,16197.7,3894.4,1394.0,495.8,3451.8,17727.9,49275.4,7657.5,3198.3,5226.4,1628.6,3840.5,1754.4,482.2,3417.5,190.1,1055.0,477.5,819.1,845.4,739.0
CNBD_01139,13502.1,47625.5,8991.4,2700.0,4582.6,1753.8,20944.9,4010.2,1415.9,349.0,3943.3,13448.2,47650.0,8060.7,2702.3,4737.9,2082.8,4415.7,1675.0,433.5,3825.5,156.5,946.3,643.8,626.4,782.1,916.1
CNBD_01142,15573.6,53101.0,7912.4,4013.7,5185.8,2188.9,20483.4,4011.6,1448.8,458.5,3749.7,12461.3,52194.8,7077.1,4073.6,5326.6,2189.7,4218.6,1637.2,527.3,3905.3,214.2,1173.2,536.6,607.6,634.1,768.0
CNBD_01143,12047.9,48138.6,7102.1,2585.6,3722.7,1693.1,18548.9,3940.4,1456.0,283.8,3541.2,11795.9,49064.8,7329.4,2625.9,3851.3,1740.8,3955.4,1649.5,382.7,3469.0,167.6,1016.6,532.5,743.8,749.1,917.2
CNBD_01144,11764.2,48642.6,7957.2,3661.9,5149.0,2151.3,18994.9,4128.8,1859.7,443.5,4232.4,11669.7,51365.9,8135.6,3497.1,5486.3,1772.9,4403.9,2047.7,540.8,4135.7,246.4,779.6,450.0,601.6,729.7,725.3
CNBD_01145,12174.4,48666.5,7815.5,2849.3,4786.8,1706.1,17559.9,4089.4,1613.9,444.0,3511.2,14311.9,44939.2,7309.7,2897.9,4928.0,1719.0,4224.4,1769.7,484.1,3665.6,180.3,1012.8,450.2,824.6,807.3,774.4
CNBD_01147,15786.9,40996.9,6833.5,3126.2,3710.6,1861.6,18676.8,3890.1,1396.3,236.8,3461.3,14259.7,41027.8,6866.2,3266.2,3946.3,1764.9,3928.6,1702.9,373.7,3354.4,204.3,885.3,272.9,389.0,481.0,895.5
CNBD_01149,15493.5,55034.9,8106.4,3246.2,4942.3,2216.6,21568.6,4089.2,1481.3,379.1,3921.8,16425.8,53999.5,8329.0,3266.8,4920.9,2172.3,4364.8,1617.7,486.4,3766.8,101.3,877.9,544.7,625.2,489.1,732.9
CNBD_01150,17404.4,59716.6,7863.3,3091.1,5674.6,2405.2,24035.2,4154.9,1775.9,497.2,4174.7,16311.1,61266.3,8142.4,3209.4,5595.7,2128.3,4389.9,2013.2,625.6,4516.8,215.0,1340.7,680.1,605.2,775.8,986.8
CNBD_01151,18664.7,50348.5,9973.1,3164.4,4356.1,1962.9,20765.6,4490.9,1776.5,339.8,4020.1,16805.1,51165.9,8204.9,3549.1,4299.9,2061.2,4638.1,2096.3,452.0,3848.2,186.0,1191.7,361.2,460.1,517.3,1227.3
CNBD_01152,13675.5,51868.3,8219.6,3998.0,5846.4,2079.9,18204.7,4264.6,1778.6,500.4,3760.0,12847.3,52827.6,8003.7,4056.8,5997.0,2045.5,4538.0,1989.9,625.9,3913.4,185.9,760.0,329.7,656.7,606.2,787.1
CNBD_01153,19251.7,43180.9,6744.5,2952.1,4112.9,1914.7,16743.5,3705.1,1407.5,320.1,3328.0,16089.2,46786.1,6768.9,2954.6,4180.1,1725.9,3713.5,1428.5,455.9,3351.3,166.3,1073.5,670.5,793.5,831.8,927.8
CNBD_01156,21024.8,45720.2,9058.0,3520.7,3762.8,2178.8,21541.0,4527.7,1933.5,497.8,4259.9,19566.4,49232.4,8197.3,3401.5,4818.3,1958.8,4705.2,1975.6,634.1,4209.3,167.3,970.1,533.6,765.7,807.7,960.4
CNBD_01157,15524.5,55054.2,7444.1,3508.2,5023.4,1915.6,20656.7,4539.8,1682.6,411.5,4167.8,14463.6,55110.5,7476.7,3440.3,4743.3,1807.8,4484.6,1978.0,526.5,3872.9,170.7,1107.5,652.7,755.9,748.6,879.9
CNBD_01158,16790.6,54983.9,8170.4,3099.2,4819.9,1934.1,22798.0,4838.0,1700.3,363.2,4466.9,16323.0,55129.4,8875.7,3210.7,4998.1,1994.2,5153.1,1964.4,505.6,4237.5,190.2,714.8,421.8,669.3,562.2,664.8
CNBD_01196,15929.0,56804.6,7946.1,3458.3,5243.5,2152.4,25442.4,4304.6,1569.9,304.3,4375.5,13769.4,56480.5,7978.2,3422.1,5340.5,2000.9,4521.6,1635.3,502.4,4473.9,304.3,834.0,477.2,737.5,754.8,611.7
CNBD_01198,12933.3,52660.1,7120.8,3351.3,4627.0,1881.5,22223.0,4139.2,1481.5,444.6,3946.4,14087.5,53075.0,6839.6,3492.1,4863.3,1996.1,4333.3,1916.8,427.9,3995.8,177.6,979.0,557.2,572.3,415.0,781.4
CNBD_01199,13446.0,52695.5,8042.1,4002.1,4750.2,2169.7,22913.6,4189.8,1384.0,459.7,4317.1,13396.6,55021.3,8709.1,3952.4,4902.7,1865.3,4669.7,1812.3,442.6,4364.0,201.5,1103.9,659.2,802.9,850.1,850.7
CNBD_01207,14544.9,50899.0,7391.3,3228.6,4700.6,1882.9,20452.0,4272.4,1441.2,350.1,3737.5,13027.4,51530.9,7185.2,3272.4,4908.9,1877.7,4263.7,1603.8,376.7,3790.2,152.6,956.2,441.3,655.9,782.7,896.9
CNBD_01212,14143.2,48849.0,7853.2,3192.1,4597.9,1723.0,18611.4,4317.8,1650.5,520.3,3569.7,11769.9,49177.6,7758.7,3240.3,4531.9,1687.0,4441.8,1761.9,515.8,3347.3,151.3,1148.9,579.4,556.1,545.9,1216.1
CNBD_01214,12379.7,49280.3,7151.9,3534.6,4468.4,1658.8,17221.6,3702.7,1291.7,313.0,3577.0,12859.0,48600.5,7467.8,3647.6,4242.3,1463.1,3567.4,1366.0,427.4,3627.2,189.0,861.0,484.4,517.0,558.9,705.1
CNBD_01217,16976.2,60268.3,9934.8,3449.0,4694.5,2011.0,24199.2,4657.7,1475.0,465.1,4686.6,15846.7,61066.7,8921.9,3616.1,5335.3,2358.6,5046.1,1766.7,551.2,4683.7,175.9,917.8,501.9,902.9,804.3,784.0
CNBD_01218,18270.2,55143.0,9248.7,3778.2,4948.4,2206.1,21835.0,4975.4,1675.5,475.6,4283.5,15788.4,61615.5,8482.6,3738.6,4957.3,2235.0,5253.2,2125.4,508.8,4559.7,256.5,1179.8,678.8,819.1,595.0,822.0
CNBD_01219,12250.4,43400.3,6979.4,3090.7,4897.5,1903.0,17669.6,3769.9,1323.5,415.2,3650.9,12473.1,46926.7,6804.6,3114.0,5014.2,1959.8,4287.9,1553.2,493.7,3553.3,197.1,795.8,512.5,643.5,374.6,741.2
CNBD_01220,14077.9,51570.1,7064.1,2867.8,4007.0,1801.0,19055.8,3645.7,1584.4,396.5,3424.6,14240.0,51055.0,7274.2,3003.8,4111.4,1738.4,3784.0,1755.3,466.2,3704.5,207.5,1009.2,585.6,991.7,878.3,1031.2
CNBD_01226,25049.4,67177.9,10083.7,3970.7,5462.9,2253.7,26472.9,4330.2,1728.1,602.6,5144.6,16725.7,70822.2,9749.9,4160.3,5467.3,2387.6,4657.6,2097.2,733.1,4963.7,220.2,1123.4,578.1,932.8,934.2,961.6
CNBD_01230,13492.1,44738.8,6137.5,3152.6,4097.9,1823.3,18597.8,3767.7,1414.0,313.9,3350.7,11169.6,47637.8,6357.2,3292.9,4457.2,1747.1,4032.4,1634.9,351.2,3180.9,201.6,1052.5,504.1,623.9,554.2,870.7
CNBD_01232,16928.2,49527.9,7718.1,3263.5,4797.9,1919.0,22381.1,3842.5,1479.5,470.9,4342.5,15793.3,50542.5,7579.8,3259.8,4910.5,1913.1,4208.7,1585.1,511.8,4276.1,255.6,946.6,526.8,482.8,588.8,911.8
CNBD_01233,17929.9,58320.2,7995.0,4118.9,5238.9,2175.2,22310.5,3889.2,1466.9,504.5,4384.1,21871.2,58404.1,8228.1,4113.5,5241.6,2129.0,4054.2,1851.9,556.1,4136.0,213.5,1209.8,789.8,941.9,881.8,947.5
CNBD_01236,12817.5,56737.4,8480.6,4089.6,4510.2,2346.3,18300.3,4407.8,1642.9,398.0,3923.3,14874.3,54343.9,7886.9,4121.2,5022.1,2208.7,4765.7,1851.4,515.6,3758.8,137.8,1201.5,698.5,937.1,1005.8,1082.1
CNBD_01240,14310.1,56924.5,7314.5,3801.4,5065.3,2028.0,21609.0,4238.6,1770.2,414.0,4222.9,13869.1,59912.6,7647.7,4048.1,5154.5,1935.3,4646.9,1750.1,536.9,4151.5,222.2,1043.3,588.4,840.6,829.5,808.9
CNBD_01241,12921.2,49847.6,6671.8,2208.3,4055.3,1851.6,19676.4,4332.7,1469.1,465.2,3454.7,13193.4,48725.7,6457.3,2171.1,4165.6,2016.8,4387.1,1700.0,411.8,3208.8,173.5,1146.4,661.3,735.8,691.3,729.8
CNBD_01242,17733.8,51758.5,7718.5,3335.1,4592.5,2001.3,23069.8,4085.1,1584.5,419.9,4120.4,15088.4,54586.4,7123.1,3339.6,4821.1,2006.6,4162.4,1794.3,406.8,4103.1,37.4,1232.6,607.4,717.2,905.7,1101.5
CNBD_01243,18468.7,50683.9,7270.8,3258.1,4534.6,2062.8,22006.9,3752.6,1530.1,432.1,4212.7,16122.4,50026.2,7337.9,3299.9,4471.8,1971.6,3845.5,1867.4,539.4,4235.5,284.4,830.2,337.9,663.5,599.9,867.4
CNBD_01244,16134.7,51672.8,8173.3,3623.4,5215.8,2346.2,22836.7,3849.8,1357.4,544.9,4101.6,15102.9,52164.2,7919.9,3536.1,5132.0,2375.9,3995.3,1633.1,612.7,3974.6,202.8,1088.8,564.2,519.0,486.0,951.0
CNBD_01254,16323.6,57448.1,7962.9,3327.5,4478.2,2619.2,22122.2,3577.5,1450.4,432.9,4037.9,15012.6,59425.7,8628.3,3384.1,4524.9,2596.8,4381.6,1714.9,509.6,3908.6,232.8,972.8,537.5,928.3,704.7,894.5
CNBD_01255,15603.8,54479.8,7640.1,3647.8,4276.4,1967.4,20387.4,3887.3,1535.8,455.2,3940.9,14896.2,54888.5,7236.5,3395.9,4451.1,2037.9,4218.4,1769.6,457.9,3807.3,207.1,781.8,477.0,414.5,394.1,733.6
CNBD_01262,15913.3,54290.8,7663.5,3147.3,4808.6,1925.3,23629.9,4461.8,1746.7,340.6,4521.1,13381.8,56450.0,8004.6,3370.4,4903.9,1894.4,4607.7,1752.9,339.6,4554.2,269.2,1002.6,455.1,433.7,475.5,669.1
CNBD_01265,12946.5,62098.3,7816.8,3519.7,5546.6,1871.6,20238.2,4372.4,1628.1,350.2,4438.6,15349.6,60758.3,7836.9,3522.0,5433.5,2039.5,4631.4,2092.6,537.8,4445.9,273.2,1046.7,604.3,697.0,634.7,747.4
CNBD_01266,18761.1,56016.2,6850.7,3112.6,3914.0,1953.8,21945.5,3917.8,1499.0,323.0,3740.7,22854.7,54987.5,6680.4,3303.1,4243.3,2018.5,4192.2,1538.1,440.3,3712.9,153.0,913.1,618.5,744.2,650.5,911.8
CNBD_01267,12310.1,49625.7,6657.0,4237.8,4570.4,2061.0,23795.1,3551.0,1361.7,347.8,4435.6,12651.4,50023.3,7414.3,4620.6,4700.2,2059.5,3435.6,1259.1,275.6,4178.4,291.6,1069.1,478.0,458.6,427.2,861.0
CNBD_01268,12135.0,46664.3,7004.0,3414.5,4847.0,2180.7,18854.9,4175.8,1564.8,536.6,3517.0,13691.2,47521.2,6878.1,3489.2,5020.7,2201.0,4178.0,1835.8,506.9,3469.0,187.8,1013.5,446.9,483.9,621.4,969.6
CNBD_01269,17086.9,53509.6,7481.9,2573.3,3977.0,1865.1,21497.8,4329.6,1572.1,365.9,4033.0,16377.7,53966.9,7475.2,2692.1,4280.9,1981.9,4344.9,1596.1,500.0,3855.8,232.3,879.2,574.2,675.1,668.2,772.8
CNBD_01271,12035.4,46334.8,6252.3,2661.8,4600.0,1622.9,17427.1,3552.2,1301.1,310.6,3173.1,14450.5,45608.0,6460.3,2635.7,4447.2,1515.1,3821.4,1379.0,321.7,3188.8,183.0,971.7,376.4,437.2,475.2,814.7
CNBD_01275,17352.8,52016.1,7550.2,3335.6,4004.8,2229.1,22541.9,3490.7,1395.0,492.9,3785.1,16061.8,51163.6,7540.8,3464.3,4319.2,2234.2,4179.8,1686.4,548.1,3922.1,185.5,1099.3,670.7,521.7,573.1,1205.0
CNBD_01279,15453.3,56324.1,7673.0,3203.8,4567.4,1795.2,20736.4,3846.0,1657.5,390.8,3808.9,14422.4,52978.3,7252.1,3300.3,4657.6,1861.6,4053.7,2023.7,519.7,3809.4,166.2,855.0,435.7,832.0,715.5,659.9
CNBD_01281,14206.3,45900.6,7928.4,3341.7,4480.7,1783.2,18028.4,4311.3,1344.3,294.8,3794.3,13460.5,44558.3,7266.3,3307.5,4559.1,1840.4,4432.5,1600.6,474.2,3675.3,154.4,936.3,584.6,745.2,633.5,777.2
CNBD_01282,15416.4,58008.2,7988.3,3165.5,4599.9,2022.4,21695.0,4058.9,1713.7,329.5,4444.4,19907.7,55174.0,8009.1,3628.3,4993.1,2102.2,4089.9,1777.6,437.7,4472.6,241.5,992.5,664.4,591.6,592.4,871.5
CNBD_01283,15528.1,53071.4,8177.5,3714.7,5787.4,2153.0,22758.5,3885.9,1351.7,462.2,4143.4,17235.9,51221.8,7577.0,3770.0,5945.6,2286.0,4015.9,1684.0,510.6,4058.9,202.7,1007.0,611.8,491.1,557.5,955.6
CNBD_01284,12986.3,51719.4,6533.2,3483.9,4211.2,1952.2,21530.5,3694.7,1420.2,337.8,3861.7,15667.2,52582.2,6955.2,3497.9,4047.2,1823.8,3999.5,1409.7,456.8,3891.4,217.5,962.2,349.0,361.6,400.7,853.0
CNBD_01285,13879.6,52114.9,7358.7,3785.0,5083.1,1850.6,21517.5,3743.9,1510.0,297.3,4470.3,13384.0,55354.8,6543.4,3350.8,4610.0,1853.9,4019.0,1599.4,385.5,3970.3,214.1,955.0,575.5,491.4,469.9,836.5
CNBD_01289,16270.4,38548.1,6228.0,3748.4,3702.5,1618.7,16125.7,3330.9,1100.7,234.1,3227.9,16078.4,40193.2,6028.5,3760.7,3705.5,1544.9,3340.7,1428.4,308.0,2984.2,220.3,1480.8,909.6,792.8,653.1,950.2
CNBD_01292,16176.0,51508.7,7827.1,3381.4,5058.3,1592.4,19847.6,3986.1,1391.2,401.0,3649.0,14365.0,52936.3,7755.5,3442.8,5344.9,1846.1,4288.0,1748.2,437.5,3525.5,192.0,1209.6,621.0,544.3,534.8,782.1
CNBD_01294,15659.6,64791.8,8523.2,3857.2,4898.2,2410.1,24266.5,5374.0,1550.7,380.2,4693.3,14042.7,65317.2,8789.9,4038.0,5159.5,2207.1,4974.7,1797.3,467.3,4621.1,198.1,1114.8,532.4,570.2,437.6,1030.4
CNBD_01295,17380.9,57754.4,7955.6,3701.7,5257.9,2176.9,22347.4,4233.0,1720.6,404.5,4758.7,17498.4,59001.8,8080.8,3999.5,5208.4,2320.3,4477.5,1952.5,501.6,4562.9,306.0,1261.8,608.7,612.6,749.6,880.7
CNBD_01296,13499.7,50821.0,8925.4,3793.6,4726.8,1910.3,19801.7,4724.1,1584.4,434.4,4092.1,12294.0,51851.1,8944.9,3675.1,4877.3,1976.7,4923.1,1880.8,570.2,4081.6,209.8,971.5,508.2,734.5,774.6,962.1
CNBD_01297,16980.1,51001.7,9538.6,3418.3,4570.1,1947.2,21993.8,4435.4,1428.2,395.6,4483.2,14306.2,51123.5,8634.2,3335.9,4871.1,2100.4,4574.0,1712.3,496.1,4286.1,194.1,904.4,647.9,966.3,880.7,1025.9
CNBD_01298,14905.8,51753.0,8068.3,3659.5,5292.7,2039.3,20889.2,4197.9,1796.2,494.7,4160.5,14292.1,51848.4,8490.0,3809.8,5446.2,1964.4,4496.9,2128.6,587.8,4181.0,184.5,1216.5,578.9,859.9,727.1,804.3
CNBD_01299,13935.9,47014.2,6351.3,3384.0,5192.0,1988.3,18925.4,3685.2,1408.5,392.4,3590.2,12691.0,47106.5,7223.0,3536.5,5014.9,2005.2,4050.0,1556.4,439.5,3730.5,248.4,611.7,362.3,341.1,340.2,515.2
CNBD_01300,12869.4,49448.8,8313.6,3769.0,5793.2,2048.0,18753.6,4164.6,1730.9,385.6,4379.5,12982.9,48654.1,8546.4,3785.9,5879.3,2105.8,4091.4,1900.1,499.8,4342.1,113.2,770.6,499.8,660.9,653.8,690.5
CNBD_01301,11156.2,52851.1,8504.4,3781.6,5781.0,1644.4,17902.9,4114.7,1487.0,499.3,3336.6,11540.9,51727.6,7788.1,3740.5,5472.9,1822.8,4398.9,1672.7,563.8,3327.3,244.1,1012.6,513.3,676.9,620.3,772.3
CNBD_01302,11738.7,52270.2,7502.9,3361.8,5630.3,1801.8,19632.8,3256.3,1433.2,412.1,3521.7,11641.6,53716.4,7224.9,3277.1,5302.8,1861.1,3741.9,1634.0,495.8,3612.4,239.2,1040.2,681.6,721.8,734.3,1069.2
CNBD_01305,11131.9,48307.5,8199.3,3925.5,6176.7,1787.6,18432.3,3561.4,1277.3,547.9,3064.0,9778.7,47642.4,7617.6,4086.4,5913.9,1946.5,3888.3,1439.2,554.8,2909.8,173.6,1279.6,518.6,609.0,624.6,890.9
CNBD_01306,10428.9,47953.9,7634.0,3555.7,5752.3,1820.7,19968.0,3622.4,1487.5,436.3,3686.2,10161.2,50719.2,7266.9,3554.7,5927.9,1892.9,4028.6,1784.9,511.9,3745.3,166.2,902.7,435.8,795.2,814.3,829.3
CNBD_01307,15136.6,57991.3,7056.6,3518.9,5706.4,1926.5,21174.5,3781.9,1230.7,395.2,3426.8,12645.9,54178.4,6748.0,3776.3,5453.5,1978.2,3987.7,1430.9,505.2,3272.4,231.6,1463.9,637.6,550.1,750.2,831.7
CNBD_01308,14339.9,50649.9,7906.6,3797.7,5780.2,1900.2,19642.6,3714.4,1630.8,561.2,4567.5,17506.9,48879.3,6787.0,3955.9,5550.6,2035.8,4299.1,1577.7,534.4,3848.0,239.0,1095.9,683.7,947.0,923.6,835.4
CNBD_01310,13771.8,58499.8,9366.1,4012.6,6533.1,2133.2,23093.7,4701.3,1975.7,572.8,4486.1,15678.9,56799.1,8745.5,3785.6,5452.3,1838.1,4647.0,1918.5,582.0,4157.2,296.3,885.0,540.9,966.7,886.0,842.7
CNBD_01311,14016.5,60980.7,7626.8,4561.0,6813.2,2220.5,22643.3,3898.1,1906.8,531.8,4579.2,12788.9,63543.8,6897.4,4575.8,6461.0,2158.3,4127.2,2073.2,587.4,4014.9,246.8,1003.2,695.3,896.4,800.7,998.6
CNBD_01312,11889.0,56219.5,7355.7,3096.1,4705.0,1381.2,18970.0,3211.5,1247.1,369.6,3394.3,12515.3,55050.0,6813.8,3042.0,4772.8,1524.1,3435.6,1317.9,462.4,2882.7,219.9,792.5,332.4,683.1,651.5,815.8
CNBD_01313,12047.2,59283.3,7655.1,4093.4,5661.7,1753.1,19044.2,3919.0,1388.2,508.4,3359.6,11949.4,58385.5,7596.2,4336.5,5740.0,1859.6,4176.3,1688.3,439.6,3617.7,238.6,727.2,316.7,715.7,734.5,1045.0
CNBD_01314,11966.7,45769.9,7779.7,4143.3,5861.5,1604.6,18188.6,3397.3,1232.7,424.8,3219.5,11010.2,44488.1,7262.3,4172.8,5545.6,1701.4,3655.4,1256.5,432.1,2894.1,195.6,989.2,647.5,649.4,540.5,832.6
CNBD_01315,11747.5,50966.9,7586.6,3406.5,5731.1,2055.6,20922.8,3854.8,1520.9,505.4,3763.3,11999.1,51766.1,7288.8,3652.2,5864.2,1994.4,4119.2,1748.5,577.5,3659.8,162.0,818.5,495.3,898.1,685.6,721.4
CNBD_01316,11718.7,62338.0,8771.8,5556.9,6268.5,2184.5,21297.0,4601.8,2036.7,549.4,4317.3,11456.8,64184.8,8990.7,5587.3,6135.1,2287.0,4833.6,2530.6,590.9,4365.9,252.4,1149.8,738.7,1076.7,1069.1,1177.7
CNBD_01317,12715.0,45093.6,7417.2,3836.1,6098.7,1840.6,18914.5,3598.3,1227.5,471.9,3370.1,11465.8,44416.8,7100.2,4142.1,5413.9,1971.7,4038.4,1263.0,559.2,3060.4,215.7,1094.7,501.2,825.8,705.0,801.0
CNBD_01318,12598.7,57819.9,8152.9,4845.4,6352.7,2083.0,20846.6,4443.1,1514.7,530.5,4214.5,11730.5,54884.1,7861.6,4745.0,5966.5,2293.1,4334.8,1740.7,533.4,4260.9,212.6,1197.1,678.0,915.4,914.5,1048.8
CNBD_01319,16547.4,51235.7,7901.0,4344.7,5443.8,2216.5,22758.3,3835.7,1347.4,496.0,3714.1,13587.3,53056.7,8300.2,3947.2,5876.2,2468.9,4412.9,1598.2,466.3,3863.4,225.4,1424.1,667.2,783.3,873.6,1182.2
CNBD_01320,10372.1,40552.9,6448.4,3527.1,4602.2,1944.5,16623.1,3202.1,1165.1,278.4,2994.0,10525.4,39645.7,6570.2,3671.2,4813.1,1971.9,3213.8,1426.2,274.3,3293.4,209.1,938.0,556.8,725.0,846.7,909.5
CNBD_01321,16805.0,57323.0,7018.6,3727.9,5327.7,1973.0,21688.9,3826.8,1667.9,578.7,4032.6,14308.6,56025.1,6555.6,4035.4,5045.0,1920.6,4012.2,1514.7,473.5,3604.3,189.7,940.4,536.9,1138.0,996.0,850.2
CNBD_01322,15309.0,62910.7,7891.8,4172.5,6385.8,1987.3,24958.2,3918.4,1658.9,637.1,3813.5,10950.7,58232.2,7789.3,4159.3,6224.3,2096.1,3922.4,1794.6,530.0,3820.8,233.9,868.0,383.3,640.6,706.5,865.3
CNBD_01324,10674.0,51995.5,7126.5,3717.5,5289.7,1582.8,18826.9,3769.2,1223.0,504.8,3029.6,11242.4,53704.1,6937.5,3674.7,5255.9,1540.0,4071.9,1591.4,550.6,3363.6,196.4,1189.1,473.5,729.5,876.9,900.5
CNBD_01326,14625.2,48642.0,8931.6,4809.3,6451.5,2170.6,23823.7,4380.4,1513.7,451.1,3977.8,15060.5,47917.4,8915.2,4645.2,6048.2,2011.5,4083.3,1601.5,470.8,3939.7,151.0,978.9,578.3,465.8,428.8,932.4
CNBD_01327,12010.9,53468.5,8955.1,3084.6,5962.1,1679.5,19891.2,3739.9,1254.1,378.9,3732.8,12032.4,54938.6,8830.9,3419.8,5467.5,1649.9,3953.8,1572.9,369.6,3686.1,288.5,850.6,568.5,888.0,900.0,813.9
CNBD_01328,11369.6,51497.9,7625.7,4399.1,6407.4,1863.3,19981.9,4115.5,1465.1,436.7,3700.3,10525.6,50659.1,7331.2,4487.4,5871.3,1870.3,4215.2,1669.1,489.6,3403.4,203.3,711.9,455.1,537.1,674.6,882.4
CNBD_01329,14043.0,56649.8,9000.0,4371.5,7395.4,2333.5,22580.4,4195.0,1691.9,559.6,4344.9,13135.1,57974.5,8434.8,3812.6,6828.6,2225.2,4561.7,2333.5,468.8,4214.2,388.3,1194.8,442.4,837.6,968.5,1153.8
CNBD_01330,11353.7,50362.4,7821.7,3859.8,5903.5,1616.8,19495.7,3893.9,1208.0,499.1,3225.9,11947.7,49138.8,7598.9,3899.5,5636.5,1604.9,3636.4,1242.6,466.6,3304.0,224.6,1170.4,552.4,657.8,530.1,1016.7
CNBD_01331,13525.3,49843.8,7589.2,4003.5,5402.8,1984.3,19419.4,3805.9,1199.1,385.5,3873.0,12562.3,48089.7,7429.5,3980.4,5502.7,1943.9,3707.7,1572.2,437.6,3577.0,192.4,1214.4,582.3,614.5,604.2,879.5
CNBD_01332,11862.9,50968.1,7025.3,3918.1,5778.5,1661.8,18663.0,4017.0,1344.0,401.1,3669.0,11985.4,50660.9,7634.7,3881.8,5874.3,1612.8,4216.1,1709.4,496.4,3595.8,226.0,1044.6,563.9,662.4,584.5,865.8
CNBD_01333,12993.6,58575.4,8228.9,3702.3,6087.1,2042.9,21988.6,3501.2,1293.3,363.9,3381.7,13174.4,56170.1,8994.7,3707.0,5285.0,1826.8,3890.1,1603.6,440.8,3969.8,182.7,1007.1,477.6,958.8,958.0,957.8
CNBD_01335,12802.6,52190.8,7227.9,4373.1,5332.9,1805.2,17817.6,4033.1,1568.9,583.3,3757.8,12106.2,50926.6,6887.4,4209.5,5154.9,1893.8,4027.4,1782.6,443.4,3665.6,242.1,1131.2,575.4,1054.0,825.5,935.8
CNBD_01336,13097.2,55162.5,7635.6,3581.9,6094.7,1934.9,20131.9,3520.5,1355.9,511.7,3429.4,11843.5,55609.7,7211.9,3743.0,5385.3,1803.9,3764.4,1493.9,615.2,3358.1,184.3,1114.7,600.8,749.3,707.1,979.2
CNBD_01337,13837.5,53294.9,8629.7,3972.0,6124.9,1868.7,19697.3,4034.5,1551.8,446.5,3698.9,12375.5,54731.2,8341.5,4066.2,5994.0,1987.1,4346.2,1669.5,357.7,3579.0,204.7,809.5,446.3,714.9,605.3,886.0
CNBD_01338,14575.6,58215.0,8475.5,3758.1,6209.1,2024.1,23378.4,4442.6,1501.9,485.6,3642.4,14139.5,55940.9,7847.6,4106.7,6067.1,2067.4,4263.8,1781.7,515.5,3334.2,145.3,1064.1,501.3,977.5,985.3,936.8
CNBD_01339,14816.0,54995.5,7237.1,3927.0,5530.0,2266.0,23348.0,4168.2,1463.4,369.8,4257.1,13968.1,54314.6,7415.6,3932.5,5508.2,2167.9,4183.0,1621.4,364.9,4077.2,308.1,936.1,546.7,524.2,543.3,844.5
CNBD_01340,17094.7,47572.9,6794.1,3537.7,6407.7,1898.0,21174.0,3669.7,1624.3,373.6,3703.2,12949.9,50567.3,7072.0,3657.1,5753.7,1714.3,3915.8,1463.8,466.6,3502.4,280.9,1185.0,483.5,841.5,921.8,923.5
CNBD_01341,16395.6,58523.1,8133.4,3817.7,5852.9,1802.0,26011.5,3983.1,1632.2,350.4,4014.3,15741.3,56088.3,8399.0,4575.2,5962.4,1952.6,4327.3,1735.0,416.5,4310.0,221.8,890.2,608.1,651.3,778.2,1040.1
